ur_group,file_a,file_b,length,dt_a,dt_b,dominant_freq_rel_error_disp,disp_std_rel_error,disp_psd_rel_error,force_psd_rel_error,dt_match
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg018.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.46529826050542145,0.902095744237532,0.9114406968551888,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg019.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.31129860249453734,0.8731000885136656,0.8655287666665613,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg020.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.3556314383206781,1.707251329099303,2.039231687531139,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg022.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.13219391276083547,0.269370829470762,0.26096725862402514,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg023.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.06169124189068943,0.4116172861120426,0.40154113960291876,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg024.npz,4000,0.0049999999999954525,0.0049999999999954525,0.14285714285714296,0.4433114118711173,0.8890861345869455,0.8848126654206839,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg026.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.3883191746665281,0.7587369493700121,0.7855771767253186,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg027.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.025280461086899856,0.11271471068718447,0.10713086275190442,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg028.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.26795394688026164,0.9120666933454241,1.0177594740344074,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg029.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.26901529223144655,0.9238164867240047,0.9396819163138455,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg030.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.19868675270179836,0.46777234156106134,0.4223352988174169,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg002.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.14175207205876628,0.6634655012167322,0.641941790975199,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg004.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.4333360924992954,0.856158708607021,0.8391367136614887,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg010.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.36433522530667795,0.9567021354451974,1.0336815556250978,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg011.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.3022052304298541,0.5129535644134213,0.3808702705769072,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg021.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.07267278048492111,0.6610174640930129,0.585078653688657,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg025.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.5940726022066682,0.8748758648303654,0.8918650883353473,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg005.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg006.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.1904886688370847,0.7388343884995014,0.7452463633021442,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg005.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg007.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.06864337033215255,0.770083123219542,0.7380803007245754,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg005.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg008.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.07559635833183952,0.48083227394071415,0.43767300143849264,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg005.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg009.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.22553978297166707,0.9022765285417703,0.877207935764238,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg005.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg012.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.28159365118283797,0.8058861627407846,0.8346170141803786,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg005.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg013.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.17882462055688622,0.6842455534590687,0.7108228145883456,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg005.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg014.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.009539537382120622,0.414393786491071,0.4589322901594662,1.0
